Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDX48,OUT046,2417.66748
FDU48,OUT046,2166.623047
FDR48,OUT019,399.7449951
FDK27,OUT013,2046.926392
FDT35,OUT013,2692.576416
FDN12,OUT049,1720.699463
NCE31,OUT019,51.8142395
FDL21,OUT017,731.8009033
FDV56,OUT017,1694.624634
FDR16,OUT017,3569.428711
NCP41,OUT049,1674.841064
FDJ27,OUT013,1655.92334
FDA07,OUT017,2087.52002
FDK55,OUT049,1455.337769
FDM33,OUT049,3625.844482
FDY46,OUT046,3114.180664
FDD36,OUT046,1890.288574
FDB12,OUT027,2609.043945
FDF28,OUT019,373.5028687
NCE07,OUT019,397.3471375
FDW50,OUT027,4228.742188
NCW18,OUT017,4020.171875
NCJ17,OUT019,301.5792542
DRZ24,OUT010,372.8922119
FDS07,OUT035,1906.278687
NCW05,OUT010,349.8485107
FDZ22,OUT018,1198.784546
FDK02,OUT046,1878.098633
FDZ45,OUT027,5422.533203
FDL25,OUT046,1450.394531
FDS08,OUT045,2861.486816
NCZ42,OUT027,5894.228027
FDX57,OUT035,1609.352905
FDF21,OUT046,3114.074463
FDJ56,OUT018,1429.800049
FDX10,OUT013,682.9927979
DRG48,OUT035,2458.293457
DRN37,OUT046,2710.166748
NCY41,OUT018,530.3165283
FDN28,OUT045,1664.391724
FDE34,OUT045,2862.410156
FDR10,OUT045,2697.763672
FDC32,OUT017,1507.599609
DRG13,OUT046,2676.683838
FDP59,OUT049,1660.93396
NCT53,OUT010,439.645813
FDL57,OUT027,6214.46582
FDN32,OUT010,562.2703247
FDK09,OUT018,3503.732178
FDA52,OUT010,461.2658691
FDC57,OUT049,3135.358887
FDI09,OUT035,3878.634277
NCB07,OUT046,3096.469971
FDP26,OUT035,1688.85437
FDP40,OUT027,2943.929443
FDL15,OUT013,2406.260498
FDV07,OUT046,1763.951782
FDS03,OUT017,1123.130249
FDE50,OUT049,3144.564941
FDQ15,OUT017,1350.864136
FDQ33,OUT010,401.1723328
FDT22,OUT013,937.1835938
DRO35,OUT035,1921.244141
FDJ41,OUT049,4080.172119
FDQ27,OUT035,1696.031738
FDC26,OUT017,1902.005615
NCF43,OUT027,3362.752686
NCR50,OUT035,2463.454346
FDE39,OUT018,1744.342529
FDN49,OUT027,1172.976685
DRG11,OUT035,1686.697754
NCA18,OUT049,1879.568848
FDM36,OUT018,2538.719238
FDW32,OUT017,1384.751709
NCQ18,OUT010,291.6360474
FDX14,OUT027,2173.585693
FDD46,OUT017,2449.461182
FDI34,OUT019,555.2871094
NCJ17,OUT035,1383.087524
FDB52,OUT035,3846.077637
FDV55,OUT018,2013.391968
FDC57,OUT046,3114.282959
FDB29,OUT046,1878.160767
NCO43,OUT035,1627.075195
FDG44,OUT045,913.3972778
FDJ34,OUT045,2055.647217
FDH40,OUT049,1348.833374
NCD07,OUT027,2920.560547
FDB41,OUT017,822.5152588
FDH47,OUT018,1431.464233
DRK37,OUT035,3184.298828
FDM25,OUT019,467.383606
NCX06,OUT045,3135.754639
NCS05,OUT017,2225.659424
FDS39,OUT045,2186.94165
FDC47,OUT027,5819.93457
FDG20,OUT013,2833.463623
DRL23,OUT017,1697.037231
FDY33,OUT013,2549.303223
NCH18,OUT045,3948.118408
FDX47,OUT035,2468.599365
NCB06,OUT045,2566.7146
FDP36,OUT049,801.9532471
FDW44,OUT018,2552.320557
NCU41,OUT018,2751.29834
NCS17,OUT046,1577.693359
FDD46,OUT035,2450.01416
FDE45,OUT017,2930.853271
FDI09,OUT017,3873.047607
NCJ54,OUT010,553.0981445
NCA29,OUT018,2556.810791
NCN41,OUT027,3267.144531
FDY34,OUT035,2753.875732
NCG55,OUT035,1918.836914
DRM49,OUT046,750.3300171
NCB42,OUT049,1883.422119
FDE58,OUT045,1879.201416
DRJ25,OUT013,807.9981689
FDS47,OUT010,297.4657898
FDY21,OUT049,3097.75708
NCI54,OUT013,1758.455811
FDO24,OUT017,2602.513184
FDY43,OUT035,2786.992188
FDF35,OUT018,1511.807617
NCP29,OUT019,265.3128357
FDN28,OUT027,2575.030029
FDJ50,OUT018,756.6090698
FDQ14,OUT027,3669.054688
FDC37,OUT035,1695.566772
FDN08,OUT046,1877.827515
FDD04,OUT035,2214.308594
FDW34,OUT018,3476.75
FDP04,OUT017,1123.821777
NCG07,OUT017,3185.001709
NCN14,OUT018,2778.624023
FDJ16,OUT045,940.368042
NCM42,OUT045,1672.078369
NCF19,OUT046,802.7213745
FDY21,OUT018,2749.859375
FDY19,OUT035,1918.836914
FDV09,OUT045,2423.99707
FDA28,OUT013,2049.526367
FDC38,OUT018,1952.508423
FDL28,OUT045,3997.000244
NCH43,OUT049,3575.599121
NCN53,OUT045,678.96698
NCW05,OUT017,1696.050171
NCO30,OUT018,2750.821777
FDT04,OUT019,51.8142395
FDB27,OUT018,2749.989502
NCK07,OUT013,2696.869873
NCA53,OUT013,797.4743652
FDB33,OUT018,2306.507568
FDU37,OUT017,1350.864136
FDR13,OUT035,1917.325684
FDE45,OUT049,2875.447754
FDV37,OUT017,3172.073486
FDX44,OUT019,296.9564514
NCL06,OUT017,4138.351074
FDJ28,OUT045,3135.770996
FDX55,OUT049,3579.447021
NCK17,OUT018,540.7964478
FDH52,OUT035,1001.089539
FDN13,OUT027,2621.067139
FDK44,OUT018,2550.10376
FDU16,OUT046,1346.22998
FDZ07,OUT017,975.2610474
NCN06,OUT027,4216.675293
FDH02,OUT010,299.4268799
NCW18,OUT045,3983.450928
FDH57,OUT013,2126.327393
FDV35,OUT045,2415.952148
NCU29,OUT013,2415.757568
NCP02,OUT046,935.7506714
FDN44,OUT013,2575.666748
FDX03,OUT018,548.0905762
FDR11,OUT010,419.2065735
FDA36,OUT046,3030.761475
FDP58,OUT027,5475.158691
FDH31,OUT045,1575.298096
FDH34,OUT035,3194.446289
FDS13,OUT035,3939.864014
FDT01,OUT018,3118.166504
FDY09,OUT049,2883.099121
FDV33,OUT027,5893.624023
NCW29,OUT010,376.8892517
NCN17,OUT045,1648.208374
FDX01,OUT046,1890.288574
FDL03,OUT049,3139.39917
DRL59,OUT049,938.9780273
DRM11,OUT027,6220.547363
FDA43,OUT049,3131.192871
FDZ56,OUT010,459.6065979
FDI44,OUT018,1182.404053
FDB50,OUT013,1318.91687
FDU15,OUT019,41.12015152
NCJ19,OUT019,238.233429
FDD48,OUT013,1879.662476
NCW42,OUT035,3711.387939
FDL24,OUT017,2936.157715
NCB30,OUT013,3104.415771
FDK25,OUT013,2720.181152
FDW28,OUT049,3146.85376
FDD47,OUT017,2907.60498
FDK16,OUT019,293.9236755
FDW37,OUT046,1450.394531
FDA48,OUT035,3630.779297
FDA14,OUT017,2451.364014
FDV15,OUT013,1655.92334
FDN22,OUT049,3897.995605
NCD55,OUT045,697.3013916
FDY43,OUT013,2720.181152
NCU05,OUT017,1347.358398
FDF10,OUT035,2448.398438
FDR39,OUT018,2784.345947
FDG40,OUT013,673.991272
FDZ28,OUT019,377.3441467
FDE02,OUT045,1574.704834
FDU60,OUT049,2751.615234
FDM21,OUT013,4085.026123
FDV52,OUT019,355.9549561
NCW06,OUT013,3110.813477
FDX36,OUT035,3778.637207
FDT35,OUT027,4378.60791
NCL19,OUT010,391.3640137
NCD31,OUT046,2691.769287
FDE53,OUT019,353.9031677
FDW58,OUT019,357.9517517
DRF48,OUT046,3109.879395
FDW57,OUT035,2899.117676
DRH13,OUT017,1698.246826
FDT33,OUT013,2740.383545
DRK47,OUT027,5891.085938
FDY22,OUT010,387.430603
FDC35,OUT019,611.5109253
FDO03,OUT013,4007.784912
FDF24,OUT045,1344.736084
FDF56,OUT018,2547.298096
FDD28,OUT013,929.4395752
FDG53,OUT027,3362.752686
FDO27,OUT019,291.9899597
NCF54,OUT018,2543.631592
FDC20,OUT027,1664.379395
FDU10,OUT046,689.8270264
DRA24,OUT018,2396.693359
FDA02,OUT010,382.4234009
FDG10,OUT017,967.7177124
FDW39,OUT010,488.2633362
FDP04,OUT019,258.4649048
NCM55,OUT013,3112.782227
FDG47,OUT045,4097.34375
NCU41,OUT017,3183.032959
NCK31,OUT017,940.0509033
FDZ46,OUT045,1714.584961
FDU13,OUT027,3690.436523
NCF19,OUT045,798.1896362
NCJ43,OUT013,2866.953857
NCJ05,OUT045,2410.964844
FDS04,OUT027,3361.910889
FDX28,OUT010,296.3202209
FDB41,OUT027,1274.983032
FDG53,OUT046,2174.593994
FDL15,OUT010,392.431427
FDQ08,OUT049,949.7418823
DRN36,OUT013,1573.2052
FDI46,OUT013,4030.21875
FDG16,OUT027,5500.941406
FDV32,OUT013,972.0700073
FDF44,OUT010,377.9656067
FDK04,OUT018,782.0814209
NCA41,OUT013,3118.146484
FDD51,OUT017,737.8271484
NCZ53,OUT045,3135.770996
FDP01,OUT027,3669.054688
FDY25,OUT049,2899.125244
FDB17,OUT018,2554.404053
NCV54,OUT018,1723.278442
FDJ32,OUT017,1122.544189
FDA37,OUT049,2045.111206
FDG35,OUT035,2936.952393
NCM05,OUT018,3615.027344
FDG45,OUT046,3553.338623
FDH28,OUT013,691.0117798
NCE18,OUT049,3987.10791
FDH38,OUT045,1881.212769
FDR56,OUT013,3078.056152
FDH17,OUT027,2491.168457
FDD39,OUT049,3579.447021
FDB41,OUT049,811.6109619
NCR53,OUT046,3699.392822
FDX46,OUT017,964.1810913
FDV28,OUT049,691.8660278
FDA08,OUT018,2389.655762
FDH45,OUT017,734.7114868
NCS38,OUT010,353.1141968
FDD40,OUT010,562.9312134
DRM59,OUT035,2463.454346
NCJ43,OUT018,2553.507568
NCN29,OUT013,797.4743652
NCC19,OUT045,3109.619873
FDR56,OUT035,3159.986328
FDZ43,OUT049,3948.560303
FDJ32,OUT010,238.7509766
DRH03,OUT017,1482.699951
NCZ54,OUT035,2735.327148
FDE26,OUT017,2448.398438
FDS03,OUT045,1093.782593
DRZ24,OUT019,364.4146729
FDO48,OUT027,5550.8125
FDW39,OUT049,2883.801514
NCK05,OUT049,972.8945313
NCK30,OUT017,4134.305176
FDT27,OUT018,3457.891113
FDS08,OUT019,444.0793762
NCJ19,OUT049,945.2700195
FDC58,OUT045,699.0848999
DRE37,OUT013,3080.935059
FDW02,OUT035,2108.199951
FDJ02,OUT010,403.2608337
FDX09,OUT045,2861.486816
FDT31,OUT010,560.7479858
FDI24,OUT049,2866.983887
FDY09,OUT045,2878.340088
FDV28,OUT045,686.3214722
DRM47,OUT049,3136.833252
FDT52,OUT019,623.7894287
FDI48,OUT018,771.3291626
FDY55,OUT017,4134.86377
FDU48,OUT013,2130.056396
FDN25,OUT045,931.2489624
FDP20,OUT049,2065.319092
FDJ15,OUT013,3120.988525
FDD04,OUT018,1951.849243
FDY58,OUT045,4033.951904
FDR37,OUT018,2787.554932
FDF44,OUT013,2114.837646
FDD32,OUT045,1346.382324
FDR57,OUT017,2469.833008
DRG39,OUT027,1672.176758
FDX15,OUT017,2606.054443
DRN37,OUT045,2680.353027
FDW40,OUT027,3356.635986
FDB32,OUT049,1487.518311
FDM40,OUT018,2025.237061
FDE39,OUT027,3232.596191
DRH49,OUT017,1380.900757
FDT46,OUT049,803.7341919
NCF06,OUT035,4120.231445
FDP07,OUT017,3155.518066
FDC04,OUT013,3949.085205
FDZ32,OUT017,1696.660645
FDD50,OUT045,2735.316895
FDU56,OUT017,3185.757324
FDV34,OUT017,1124.92688
NCY41,OUT013,677.1343384
NCK18,OUT046,2689.356445
DRH25,OUT049,916.194458
FDT57,OUT046,3969.187012
FDV56,OUT018,1504.43103
FDV12,OUT045,1572.591797
FDN52,OUT017,1392.49231
FDX38,OUT035,830.7473145
FDE47,OUT018,1843.273315
NCO07,OUT013,3617.682373
FDV09,OUT027,3626.668701
FDZ23,OUT019,541.8656616
DRH51,OUT018,1222.681763
NCY54,OUT045,2852.388428
DRG49,OUT013,3897.561768
NCC19,OUT049,3117.205566
NCV53,OUT045,3987.706543
FDZ47,OUT019,333.9307251
NCO26,OUT018,1707.341187
NCP02,OUT045,943.835083
NCW30,OUT018,3530.193359
NCN55,OUT046,3944.065918
FDB20,OUT010,274.5077209
DRL11,OUT013,2409.952637
DRD60,OUT045,3174.155762
FDW14,OUT010,294.5836792
FDL27,OUT010,250.804718
FDU09,OUT018,783.553833
DRH36,OUT027,2072.284668
FDP34,OUT027,3683.127197
FDE04,OUT017,2933.003906
FDZ57,OUT027,3345.991455
FDF02,OUT010,352.2761841
FDG28,OUT045,3923.171387
NCI31,OUT046,680.6107178
FDT43,OUT013,800.5827637
FDU20,OUT046,2055.205566
FDD53,OUT013,694.1584473
FDW15,OUT045,2409.587646
NCT53,OUT045,2692.463623
NCG55,OUT027,3031.970947
FDD48,OUT035,1916.834839
FDG47,OUT049,4098.083984
FDI21,OUT017,1122.544189
FDT27,OUT017,4020.171875
DRO35,OUT013,1884.071777
FDD33,OUT017,3816.955322
FDC04,OUT035,4008.531494
FDY34,OUT013,2685.886963
DRJ49,OUT049,2068.136963
FDE05,OUT049,2365.030518
FDU31,OUT017,3659.670898
NCN19,OUT027,5008.122559
FDK56,OUT027,5109.711914
FDK58,OUT017,1695.238037
NCJ42,OUT035,1691.32019
FDZ34,OUT027,5432.222168
FDA52,OUT018,2545.480957
NCR29,OUT013,928.649292
FDT48,OUT035,3291.022217
DRJ51,OUT019,606.1691895
NCS54,OUT046,2872.714111
FDV01,OUT035,2454.144043
DRG51,OUT027,4175.114258
NCG42,OUT013,2172.236328
FDA51,OUT049,1877.234253
FDV19,OUT010,421.2053833
NCT18,OUT045,3164.029785
NCS41,OUT045,3164.029785
FDO03,OUT046,4018.294922
FDL12,OUT010,241.0291748
FDY37,OUT010,388.1538391
FDI58,OUT049,1450.088135
FDT28,OUT018,2167.82959
NCC42,OUT010,369.0922852
FDO01,OUT017,2174.725098
FDJ02,OUT013,2415.757568
FDQ04,OUT018,553.510498
DRL47,OUT013,2048.209717
FDZ32,OUT035,1697.454346
FDC35,OUT035,3641.120117
FDX14,OUT045,1207.855347
FDZ35,OUT013,1661.731201
FDL14,OUT013,2415.544189
FDO04,OUT049,935.0662842
DRK11,OUT017,2463.454346
FDB44,OUT018,3230.70459
FDZ50,OUT049,3168.406494
FDI12,OUT027,2440.173828
FDU43,OUT017,4020.171875
FDD58,OUT010,288.0826721
FDB27,OUT017,3178.866943
FDB04,OUT018,1201.601929
NCO17,OUT013,1886.864746
FDL12,OUT017,969.7156372
DRJ13,OUT049,2555.098633
FDD57,OUT045,1577.841431
FDW19,OUT035,1794.770508
DRD27,OUT018,1440.380005
FDH27,OUT027,3669.054688
NCW30,OUT027,5936.10498
FDR40,OUT018,1160.064453
FDG05,OUT013,2411.235107
NCY41,OUT019,51.8142395
FDI38,OUT018,3214.08667
FDR20,OUT046,703.6166382
FDE09,OUT017,1704.233032
FDN50,OUT019,293.5121765
DRF27,OUT045,2424.186523
DRF51,OUT013,682.9927979
NCO02,OUT019,264.2427368
FDB51,OUT027,1715.811035
FDJ50,OUT013,921.5141602
FDN52,OUT013,1352.804443
FDX14,OUT013,1316.733276
FDT27,OUT019,597.5614624
FDV10,OUT013,693.4084473
FDU33,OUT046,758.1622925
FDU58,OUT046,3120.758057
NCP42,OUT027,5362.09668
FDL51,OUT027,5493.244141
DRH15,OUT027,1254.977661
FDU16,OUT017,1386.223267
FDW15,OUT017,2451.364014
FDQ44,OUT045,2054.870117
NCI06,OUT027,4680.63916
DRK23,OUT019,654.8148193
FDC28,OUT035,1749.294678
NCY17,OUT019,68.49221802
NCV05,OUT018,2177.339844
FDM34,OUT019,380.9489746
DRD60,OUT027,5162.870117
FDT38,OUT046,1356.802124
FDQ57,OUT018,2181.365723
FDE59,OUT027,1118.30249
NCM43,OUT046,2692.738281
DRI51,OUT049,2879.954834
NCG30,OUT017,2073.587402
NCK54,OUT035,1917.325684
FDQ16,OUT019,349.9014282
FDI36,OUT013,3106.647461
FDX16,OUT027,3669.054688
FDA34,OUT046,2866.151123
FDJ48,OUT018,3552.499023
FDU47,OUT035,2208.284424
FDS39,OUT046,2184.091064
FDD11,OUT046,3758.564453
FDM16,OUT027,2012.996948
FDU56,OUT018,2788.310547
FDQ32,OUT017,2080.942627
DRK35,OUT013,685.7380981
FDA58,OUT049,3811.928467
DRG48,OUT019,396.062561
FDT59,OUT010,685.1494141
FDQ31,OUT019,302.7575684
FDS51,OUT018,940.5599976
FDW32,OUT027,2294.311035
FDI15,OUT027,5463.62793
NCV30,OUT017,1001.945984
DRG25,OUT049,3134.235596
FDT02,OUT013,675.5775146
FDO33,OUT027,3031.705811
FDP38,OUT035,836.5911255
FDZ45,OUT035,3171.286133
NCA54,OUT027,4702.776855
FDU33,OUT017,783.7720947
FDN58,OUT017,3974.352539
FDI05,OUT045,1236.367554
FDM57,OUT019,303.9670715
NCS42,OUT027,2424.816162
FDB57,OUT045,3858.649414
FDC03,OUT045,3123.607178
FDZ58,OUT013,1939.628662
NCK29,OUT045,2041.728271
NCR53,OUT045,3716.519043
FDE26,OUT027,3670.645264
FDU52,OUT049,2417.925293
FDE41,OUT027,2205.722168
FDU38,OUT018,2747.880859
FDA52,OUT017,2902.982178
FDW46,OUT046,1096.525635
DRI59,OUT035,3924.789063
FDT38,OUT035,1387.016968
FDL33,OUT018,2753.400635
FDQ01,OUT027,6096.081055
FDJ08,OUT046,3095.921143
FDQ47,OUT049,691.8660278
NCZ18,OUT013,3872.196777
FDE29,OUT017,981.104248
FDF10,OUT027,3709.240479
FDC48,OUT049,1356.002563
FDY58,OUT013,4019.713867
NCX30,OUT010,753.4280396
FDV11,OUT013,2846.969971
FDT46,OUT046,803.8284302
DRD01,OUT019,237.8246765
FDQ11,OUT013,4085.026123
NCM41,OUT017,1482.699951
NCC55,OUT013,674.4666748
FDG45,OUT027,5471.871582
NCQ54,OUT049,2765.08667
FDM34,OUT045,2121.157715
FDD17,OUT019,682.6869507
FDN38,OUT027,6104.696289
FDB53,OUT018,2179.675049
NCL06,OUT035,4149.169922
NCV18,OUT019,303.9670715
FDX25,OUT013,3147.070068
FDB39,OUT046,936.3789673
FDC33,OUT049,3120.754883
NCO14,OUT018,596.9235229
FDA58,OUT027,6030.861816
NCQ02,OUT017,3156.905518
NCR53,OUT017,3887.619873
FDN52,OUT046,1365.862061
FDG26,OUT046,4078.647217
FDE23,OUT027,1283.138184
DRI37,OUT013,937.1835938
DRH37,OUT018,2417.869873
FDO01,OUT035,2108.866699
FDK45,OUT049,1888.476807
FDP23,OUT049,3590.028564
FDM33,OUT035,3682.462158
FDD36,OUT017,1945.789551
FDL56,OUT017,1384.751709
FDT27,OUT010,606.8140259
FDG52,OUT017,733.4320068
NCL42,OUT035,4056.435547
DRJ24,OUT046,3086.800049
FDV38,OUT046,934.039917
FDT35,OUT045,2744.648438
FDY51,OUT045,3558.912842
FDC37,OUT017,1697.200806
NCP43,OUT013,2872.595947
FDO33,OUT045,1871.674194
FDW04,OUT018,1907.565552
NCC31,OUT046,2424.377197
FDK22,OUT049,3580.299561
FDJ50,OUT017,967.0081787
FDV13,OUT017,1484.297729
DRL60,OUT017,2465.962891
FDW03,OUT017,1698.246826
FDY27,OUT035,2929.395752
FDB39,OUT027,1672.176758
FDU59,OUT045,2680.353027
FDZ57,OUT049,2071.896484
FDO21,OUT049,3784.207031
FDS43,OUT018,2762.71167
FDU28,OUT010,537.9654541
FDC51,OUT010,384.1387024
FDW16,OUT010,291.5760193
FDP32,OUT010,376.720459
FDB60,OUT019,545.9649658
NCQ30,OUT046,1953.906128
FDD26,OUT049,3137.327637
FDI44,OUT045,1322.866943
DRH23,OUT046,943.463501
FDO44,OUT046,1719.686523
FDG04,OUT046,3030.761475
FDM32,OUT027,2376.037842
FDM09,OUT013,2729.512695
FDZ47,OUT013,1576.853149
FDM40,OUT027,3518.166748
FDY48,OUT017,1698.246826
NCM30,OUT045,697.96875
FDX36,OUT010,612.1044922
DRF03,OUT017,718.2276611
FDN51,OUT049,4075.507568
FDM57,OUT049,1351.962524
FDB35,OUT049,1482.268677
FDY13,OUT027,2163.213379
FDA37,OUT017,2087.745361
NCX53,OUT017,2227.749023
FDD59,OUT018,1162.736816
FDX10,OUT019,51.8142395
FDC03,OUT018,2747.132324
FDW43,OUT035,3921.174072
FDW10,OUT046,2843.129395
FDY14,OUT027,6237.358887
FDV43,OUT045,748.5657959
FDO40,OUT013,2412.837891
FDP46,OUT027,2424.816162
NCE43,OUT019,444.5217896
FDD05,OUT035,1945.614136
FDJ60,OUT010,443.7905273
DRE27,OUT018,1431.464233
FDO11,OUT035,3928.78418
DRG11,OUT027,2595.443604
FDK33,OUT010,548.8770142
DRM23,OUT045,2735.316895
FDJ02,OUT027,3669.473877
NCZ05,OUT045,1656.409912
NCL30,OUT013,2059.64209
FDZ19,OUT018,2534.410645
FDM45,OUT049,2046.252686
FDO36,OUT046,2827.273926
NCK31,OUT045,804.4631958
DRJ37,OUT045,2410.650391
FDP24,OUT018,1758.782837
FDF46,OUT013,1870.247559
FDX46,OUT019,245.2401123
NCL18,OUT045,3106.078613
FDJ26,OUT013,3500.769287
FDJ07,OUT045,1874.799927
FDY15,OUT013,2403.149902
DRG01,OUT045,1234.302612
FDF58,OUT045,1087.630615
FDZ14,OUT019,369.5721436
FDP31,OUT049,1101.072632
FDH45,OUT013,702.0350952
FDA09,OUT010,461.2658691
FDW31,OUT035,3172.760498
FDA57,OUT046,700.2468872
NCE55,OUT035,2899.117676
FDC17,OUT019,563.6101074
FDC59,OUT013,1087.012329
FDA22,OUT013,2729.512695
FDK52,OUT035,3856.387695
NCM26,OUT046,2419.227051
NCT53,OUT035,2767.265381
FDW45,OUT018,2176.912354
NCI18,OUT035,3823.082031
FDE38,OUT018,2390.411377
FDF08,OUT019,310.1811218
FDY58,OUT010,720.1985474
FDF58,OUT019,257.255188
FDX39,OUT017,3728.846924
FDB44,OUT049,3740.961182
FDF28,OUT013,2054.757568
FDE39,OUT013,1886.864746
FDT37,OUT018,3642.028809
FDZ45,OUT017,3272.859619
FDO40,OUT035,2463.916504
FDM57,OUT027,2252.550049
DRG36,OUT017,2907.60498
FDY36,OUT010,250.804718
DRL60,OUT027,3664.496338
FDS25,OUT019,374.5570068
DRF49,OUT027,2920.560547
FDP16,OUT045,4002.919678
FDS60,OUT049,2893.761719
FDU15,OUT027,1101.052002
FDK43,OUT046,2068.25415
FDN25,OUT046,935.1381226
FDE53,OUT049,1669.406616
FDB22,OUT013,2404.67334
FDE39,OUT017,1923.243408
FDX35,OUT035,4004.963623
NCG54,OUT049,2752.234131
FDH27,OUT035,2451.364014
NCK42,OUT013,3501.52124
FDS25,OUT049,1670.242798
FDI10,OUT018,2539.338135
FDU35,OUT035,1620.168945
FDI04,OUT017,3272.859619
DRK23,OUT035,4116.334473
FDB53,OUT019,399.7449951
FDY02,OUT049,4066.563721
FDM60,OUT035,724.0405884
NCJ31,OUT010,607.2043457
DRP35,OUT017,2091.220703
NCQ30,OUT018,1846.666382
DRL11,OUT010,421.8240356
FDU01,OUT013,3062.337158
FDR39,OUT035,2907.141357
FDO08,OUT046,2675.88501
FDC02,OUT045,4097.34375
NCZ29,OUT035,2094.457275
FDF29,OUT010,392.3456116
FDZ23,OUT017,3185.001709
NCU53,OUT018,2391.130127
NCW30,OUT013,4003.131104
NCM26,OUT027,3671.238525
FDV50,OUT027,3282.795654
FDW15,OUT049,2415.48877
FDI35,OUT027,5157.669922
FDO11,OUT017,3848.194336
FDN48,OUT046,1449.075195
NCA17,OUT049,2420.401123
NCN54,OUT013,1317.856812
FDP22,OUT013,802.7377319
NCB54,OUT035,2092.695801
FDD08,OUT045,677.8599243
DRM48,OUT010,49.1893692
FDG41,OUT027,2888.696533
FDE44,OUT027,1380.553589
FDE26,OUT035,2386.450439
NCS38,OUT013,1871.507324
NCJ54,OUT018,3500.873047
FDI40,OUT019,295.7495117
FDN45,OUT018,3416.220215
FDU43,OUT046,3944.065918
FDI04,OUT010,525.5449829
NCC07,OUT018,1508.053223
NCC07,OUT019,358.4487915
NCD18,OUT045,4009.220947
FDU55,OUT035,4146.806641
FDX59,OUT035,710.5953369
FDR52,OUT049,3131.941406
NCP17,OUT013,1091.247681
FDQ32,OUT045,2045.499634
NCT17,OUT049,3140.076416
FDO10,OUT049,939.687561
FDE32,OUT049,682.236084
FDN44,OUT045,2582.948975
FDH02,OUT035,1483.330078
FDK60,OUT013,1577.375732
FDS24,OUT019,306.8811646
FDL03,OUT010,563.9342041
FDB46,OUT027,5449.669434
FDO48,OUT049,3857.491699
FDZ39,OUT049,1667.645264
FDT02,OUT027,1060.324341
FDC50,OUT013,1572.105225
FDP39,OUT035,939.7284546
DRG15,OUT018,797.6486206
FDP10,OUT018,1513.471802
FDF53,OUT027,5152.681641
FDN34,OUT045,2748.941895
FDK02,OUT045,2041.728271
FDC23,OUT045,2878.340088
FDJ10,OUT019,382.7840881
FDE53,OUT035,1700.465698
FDR25,OUT035,4020.753174
FDW50,OUT046,2674.91333
FDS09,OUT049,812.8859863
FDW49,OUT010,464.8072815
FDU51,OUT046,2817.093994
FDF28,OUT018,1847.628662
NCY30,OUT018,2556.974609
FDD44,OUT045,4029.42334
FDX09,OUT017,2919.658936
NCF30,OUT013,2045.755859
FDZ50,OUT019,540.2388916
FDW37,OUT013,1445.077515
FDD11,OUT049,3769.240234
DRH39,OUT018,1095.079224
FDA36,OUT049,3086.882568
NCG43,OUT049,1450.088135
FDF02,OUT035,1688.85437
FDP57,OUT027,2597.843018
NCE42,OUT017,3972.530273
NCR38,OUT027,6062.509766
FDP03,OUT019,381.2063599
FDO51,OUT035,730.6729736
NCQ42,OUT046,2062.92749
NCM41,OUT046,1453.278809
FDH48,OUT027,2252.550049
DRF60,OUT046,3939.630615
FDJ27,OUT035,1688.85437
FDQ14,OUT013,2401.348145
FDN27,OUT017,1922.703247
NCQ02,OUT046,3042.858887
FDJ33,OUT049,2046.252686
FDP07,OUT027,5439.040527
DRE01,OUT049,3836.510498
FDU36,OUT045,1593.349243
FDL28,OUT017,4057.41333
NCX53,OUT046,2183.12207
FDZ39,OUT013,1660.521606
NCP42,OUT013,3113.884766
FDJ14,OUT035,1376.425415
FDK04,OUT049,936.9412231
NCC19,OUT017,3161.295166
FDS09,OUT018,760.0390625
FDZ02,OUT046,1585.970215
FDD35,OUT018,1847.539795
NCY42,OUT017,2402.856445
FDB05,OUT045,3816.172852
FDF20,OUT035,3188.311523
NCO41,OUT018,1420.831055
FDC40,OUT027,2172.235107
FDV58,OUT045,3095.015869
FDZ57,OUT045,2131.30127
DRM35,OUT046,2843.180908
DRN36,OUT018,1421.337769
FDQ13,OUT046,1352.577026
DRO35,OUT010,341.4497681
NCD43,OUT035,1695.418335
FDA51,OUT018,1720.680664
NCX17,OUT027,5987.607422
NCZ17,OUT049,696.484375
FDR11,OUT027,3962.566162
FDW34,OUT049,3984.762695
FDN50,OUT017,1515.745972
FDS09,OUT046,807.1975098
FDS48,OUT018,2182.428467
FDL44,OUT049,2708.608398
DRF48,OUT018,2753.26709
FDA14,OUT018,2167.82959
NCD30,OUT049,1583.790649
FDI16,OUT017,943.3299561
NCG06,OUT035,3944.767578
DRZ24,OUT035,1971.980591
NCS17,OUT045,1574.182251
FDB37,OUT045,3987.706543
FDE10,OUT035,2157.872803
FDC57,OUT045,3127.773193
FDM12,OUT018,2753.26709
FDE24,OUT049,2179.052246
FDW22,OUT045,3602.12793
DRD01,OUT027,1643.483154
NCZ18,OUT027,6049.879395
FDN49,OUT045,704.7167969
FDR22,OUT035,1918.771851
FDV08,OUT019,56.37660599
FDY39,OUT046,3117.007324
FDV36,OUT049,2061.688232
FDO60,OUT045,745.9628296
FDU04,OUT027,3123.281494
FDR20,OUT027,1271.610352
FDW19,OUT019,360.2069092
FDU40,OUT049,3144.944824
FDK15,OUT045,1574.704834
